timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-30T20:54:11,image-classification,ff909336-74aa-4eaa-a850-03d8aa71270d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2038.8377212040002,0.0014769059778521932,7.243862336331663e-07,14.0,0.0,1.0272102355957031,0.007923285108791105,0,0.0005622419113306613,0.008485527020121765,Spain,ESP,catalonia,,,Linux-6.8.0-45-generic-x86_64-with-glibc2.35,3.10.12,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,1.7227,41.2203,15.327800750732422,process,N,1.0
